id,AutoInstall,Category,Description,DirectDownloadLink,HomePage,Icon,InstallParameters,Name,OSArch,OSVersion,PackageName,Selected,SoftwareType,SoftwareVersion,User
11,NO,VHLDrG5oIGR1eeG7h3Qgd2Vi|V2ViIGJyb3dzZXI,QnJhdmUgbMOgIG3hu5l0IHRyw6xuaCBkdXnhu4d0IHdlYiB04buxIGRvIG5ndeG7k24gbeG7nyDEkcaw4bujYyBwaMOhdCB0cmnhu4NuIGLhu59pIEJyYXZlIFNvZnR3YXJlIEluYy4gZOG7sWEgdHLDqm4gdHLDrG5oIGR1eeG7h3Qgd2ViIENocm9taXVtLiBUcsOsbmggZHV54buHdCBuw6B5IGPDsyB0w61uaCBuxINuZyBjaOG6t24gcXXhuqNuZyBjw6FvIHbDoCB0aGVvIGTDtWkgdHJhbmcgd2Vi|QnJhdmUgaXMgYSBmcmVlIGFuZCBvcGVuIHNvdXJjZSB3ZWIgYnJvd3NlciBkZXZlbG9wZWQgYnkgQnJhdmUgU29mdHdhcmUgSW5jLiBiYXNlZCBvbiB0aGUgQ2hyb21pdW0gd2ViIGJyb3dzZXIuIFRoaXMgYnJvd3NlciBoYXMgYWQgYW5kIHdlYnNpdGUgdHJhY2tpbmcgYmxvY2tpbmcgZmVhdHVyZXM,https://github.com/brave/brave-browser/releases/download/v1.63.169/BraveBrowserStandaloneSetup.exe,https://brave.com/,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/brave-logo-sans-text.ico,/silent /install,Brave 64Bit,X64|,WIN_11|WIN_10,BraveBrowserStandaloneSetup.exe,NO,Installer,1.63.169,Admin
12,NO,VHLDrG5oIGR1eeG7h3Qgd2Vi|V2ViIGJyb3dzZXI,QnJhdmUgbMOgIG3hu5l0IHRyw6xuaCBkdXnhu4d0IHdlYiB04buxIGRvIG5ndeG7k24gbeG7nyDEkcaw4bujYyBwaMOhdCB0cmnhu4NuIGLhu59pIEJyYXZlIFNvZnR3YXJlIEluYy4gZOG7sWEgdHLDqm4gdHLDrG5oIGR1eeG7h3Qgd2ViIENocm9taXVtLiBUcsOsbmggZHV54buHdCBuw6B5IGPDsyB0w61uaCBuxINuZyBjaOG6t24gcXXhuqNuZyBjw6FvIHbDoCB0aGVvIGTDtWkgdHJhbmcgd2Vi|QnJhdmUgaXMgYSBmcmVlIGFuZCBvcGVuIHNvdXJjZSB3ZWIgYnJvd3NlciBkZXZlbG9wZWQgYnkgQnJhdmUgU29mdHdhcmUgSW5jLiBiYXNlZCBvbiB0aGUgQ2hyb21pdW0gd2ViIGJyb3dzZXIuIFRoaXMgYnJvd3NlciBoYXMgYWQgYW5kIHdlYnNpdGUgdHJhY2tpbmcgYmxvY2tpbmcgZmVhdHVyZXM,https://github.com/brave/brave-browser/releases/download/v1.63.169/BraveBrowserStandaloneSetup32.exe,https://brave.com/,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/brave-logo-sans-text.ico,/silent /install,Brave 32Bit,X86|X64,WIN_11|WIN_10,BraveBrowserStandaloneSetup32.exe,NO,Installer,1.63.169,Admin
13,NO,QuG7mSBnw7UgdGnhur9uZyBWaeG7h3Q|VmlldG5hbWVzZSBLZXlib2FyZA,RVZLZXkgbMOgIHBo4bqnbiBt4buBbSBo4buXIHRy4bujIGfDtSB0aeG6v25nIFZp4buHdCDEkcaw4bujYyB4w6J5IGThu7FuZyBk4buxYSB0csOqbiBtw6Mgbmd14buTbiBt4bufIGPhu6dhIFVuaWtleSBu4buVaSB0aeG6v25nLiBC4buZIGfDtSB0aeG6v25nIFZp4buHdCBFVktleSBjw7MgZHVuZyBsxrDhu6NuZyBuaOG7jyBn4buNbiDEkeG6o20gYuG6o28gxJHDoXAg4bupbmcgxJHhuqd5IMSR4bunIGPDoWMgbmh1IGPhuqd1IGPGoSBi4bqjbiBj4bunYSBuZ8aw4budaSBkw7luZyBraGkgc2/huqFuIHRo4bqjbyB2xINuIGLhuqNu|RVZLZXkgaXMgVmlldG5hbWVzZSB0eXBpbmcgc3VwcG9ydCBzb2Z0d2FyZSBidWlsdCBiYXNlZCBvbiB0aGUgb3BlbiBzb3VyY2UgY29kZSBvZiB0aGUgZmFtb3VzIFVuaWtleS4gRVZLZXkgaGFzIGEgY29tcGFjdCBjYXBhY2l0eSB0byBlbnN1cmUgaXQgZnVsbHkgbWVldHMgdGhlIGJhc2ljIG5lZWRzIG9mIHVzZXJzIHdoZW4gZWRpdGluZyB0ZXh0,https://github.com/lamquangminh/EVKey/releases/download/Release/EVKey.zip|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/EVKey/EVKey.a3x,https://evkeyvn.com/,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/EVKeyLogo_240.ico,,EVKey,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,EVKey.zip,NO,Installer,5.0.1,Admin
14,NO,UGjhuqduIG3hu4FtIHbEg24gcGjDsm5n|T2ZmaWNl,T2ZmaWNlIDM2NSBsw6AgYuG7mSDhu6luZyBk4bulbmcgdsSDbiBwaMOybmcgZOG7sWEgdHLDqm4gY8O0bmcgbmdo4buHIMSRaeG7h24gdG/DoW4gxJHDoW0gbcOieSBow6BuZyDEkeG6p3UgY2hvIGRvYW5oIG5naGnhu4dwLCBiYW8gZ+G7k20gdOG6pXQgY+G6oyBjw6FjIGPDtG5nIGPhu6UgdHLhu7FjIHR1eeG6v24gY+G7p2EgTWljcm9zb2Z0IG5oxrAgV29yZCwgRXhjZWwsIE91dGxvb2sgMzY1IGhheSBQb3dlclBvaW50|T2ZmaWNlIDM2NSBpcyB0aGUgbGVhZGluZyBjbG91ZC1iYXNlZCBvZmZpY2Ugc3VpdGUgZm9yIGJ1c2luZXNzZXMsIGluY2x1ZGluZyBhbGwgTWljcm9zb2Z0IG9ubGluZSB0b29scyBzdWNoIGFzIFdvcmQsIEV4Y2VsLCBPdXRsb29rIDM2NSBvciBQb3dlclBvaW50,https://officecdn.microsoft.com/db/492350F6-3A01-4F97-B9C0-C7C6DDF67D60/media/en-US/O365ProPlusRetail.img|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Office 365/Office 365.a3x|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Office 365/configuration64.xml|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Office 365/configuration32.xml,https://microsoft.com,https://res.cdn.office.net/officehub/images/content/images/favicon_m365-31d62b976c.ico,,Office 365,X86|X64,WIN_11|WIN_10,O365ProPlusRetail.img,NO,Installer,1,Admin
15,NO,UGjhuqduIG3hu4FtIHbEg24gcGjDsm5n|T2ZmaWNl,T2ZmaWNlIDIwMTYgbMOgIGLhu5kg4bupbmcgZOG7pW5nIHbEg24gcGjDsm5nIGPhu6dhIE1pY3Jvc29mdC4gTWljcm9zb2Z0IE9mZmljZSAyMDE2IHbhu5tpIHRy4buNbiBi4buZIOG7qW5nIGThu6VuZyBiYW8gZ+G7k20gV29yZCAyMDE2LCBFeGNlbCAyMDE2LCBQb3dlclBvaW50IDIwMTYsIE91dGxvb2suLi4|T2ZmaWNlIDIwMTYgaXMgTWljcm9zb2Z0J3Mgb2ZmaWNlIHN1aXRlLiBNaWNyb3NvZnQgT2ZmaWNlIDIwMTYgd2l0aCBhIGZ1bGwgc3VpdGUgb2YgYXBwbGljYXRpb25zIGluY2x1ZGluZyBXb3JkIDIwMTYsIEV4Y2VsIDIwMTYsIFBvd2VyUG9pbnQgMjAxNiwgT3V0bG9vay4uLg,https://officecdn.microsoft.com/db/492350F6-3A01-4F97-B9C0-C7C6DDF67D60/media/en-US/ProPlusRetail.img|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Office 2016 Pro Plus/Office 2016 Pro Plus.a3x|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Office 2016 Pro Plus/configuration32.xml|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Office 2016 Pro Plus/configuration64.xml,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/favicon-32x32.ico,,Office 2016 Pro Plus,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,ProPlusRetail.img,NO,Installer,1,Admin
16,NO,UGjhuqduIG3hu4FtIHbEg24gcGjDsm5n|T2ZmaWNl,T2ZmaWNlIDIwMjEgbMOgIGLhu5kg4bupbmcgZOG7pW5nIHbEg24gcGjDsm5nIGPhu6dhIGjDo25nIE1pY3Jvc29mdCBkw6BuaCBjaG8gbcOheSB0w61uaC4gT2ZmaWNlIDIwMjEgYmFvIGfhu5NtIFdvcmQgMjAyMSwgRXhjZWwgMjAyMSwgUG93ZXJQb2ludCAyMDIxLi4uIGzDoCBi4bqjbiBuw6JuZyBj4bqlcCBjaG8gT2ZmaWNlIDIwMTksIHJhIG3huq90IHRow6FuZyAxMC8yMDIx|T2ZmaWNlIDIwMjEgaXMgTWljcm9zb2Z0J3Mgb2ZmaWNlIHN1aXRlIGZvciBjb21wdXRlcnMuIE9mZmljZSAyMDIxIGluY2x1ZGVzIFdvcmQgMjAyMSwgRXhjZWwgMjAyMSwgUG93ZXJQb2ludCAyMDIxLi4uIGlzIGFuIHVwZ3JhZGUgZm9yIE9mZmljZSAyMDE5LCByZWxlYXNlZCBpbiBPY3RvYmVyIDIwMjE,https://officecdn.microsoft.com/db/492350F6-3A01-4F97-B9C0-C7C6DDF67D60/media/en-US/ProPlus2021Retail.img|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Office 2021 Pro Plus/Office 2021 Pro Plus.a3x|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Office 2021 Pro Plus/configuration32.xml|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Office 2021 Pro Plus/configuration64.xml,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/favicon-32x32.ico,,Office 2021 Pro Plus,X86|X64,WIN_11|WIN_10,ProPlus2021Retail.img,NO,Installer,1,Admin
17,NO,QuG7mSBnw7UgdGnhur9uZyBWaeG7h3Q|VmlldG5hbWVzZSBLZXlib2FyZA,VW5pS2V5IMSRxrDhu6NjIGPDtG5nIGLhu5EgbOG6p24gxJHhuqd1IHRpw6puIHbDoG8gbsSDbSAxOTk5LiBOZ2F5IHThu6sga2hpIHJhIMSR4budaSwgVW5pS2V5IMSRw6MgxJHGsOG7o2MgbmfGsOG7nWkgZMO5bmcgxJHDs24gbmjhuq1uIHLhuqV0IHTDrWNoIGPhu7FjIG5o4budIHTDrW5oIMSRxqFuIGdp4bqjbiwgdGnhu4duIGThu6VuZywgdOG7kWMgxJHhu5ksIHRpbiBj4bqteS4gVW5pS2V5IG5oYW5oIGNow7NuZyB0cuG7nyB0aMOgbmggY2jGsMahbmcgdHLDrG5oIGfDtSB0aeG6v25nIFZp4buHdCB04buRdCBuaOG6pXQsIHBo4buVIGJp4bq/biBuaOG6pXQgdHLDqm4gV2luZG93cw|VW5pS2V5IGlzIHRoZSBtb3N0IHBvcHVsYXIgVmlldG5hbWVzZSBrZXlib2FyZCBmb3IgV2luZG93cy4gVGhlIGNvcmUgVW5pS2V5IFZpZXRuYW1lc2UgSW5wdXQgTWV0aG9kIGlzIGFsc28gdGhlIGVuZ2luZSBmb3IgbWFueSBWaWV0bmFtZXNlIGtleWJvYXJkcyBpbiBMaW51eCwgbWFjT1MgYW5kIGlPUy4gVW5pS2V5IGlzIGZyZWUgb2YgY2hhcmdl,https://www.unikey.org/assets/release/unikey46RC1-230912-win32.zip|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/UniKey/UniKey.a3x,https://www.unikey.org,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/UniKeyNT_4_Icon.ico,,UniKey,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,unikey46RC1-230912-win32.zip,NO,Installer,4.6,Admin
18,NO,UGjhuqduIG3hu4FtIHbEg24gcGjDsm5n|T2ZmaWNl,Rm94aXQgUmVhZGVyIGzDoCBwaOG6p24gbeG7gW0gxJHhu41jIGZpbGUgUERGIMSRYSBuZ8O0biBuZ+G7ryBj4bunYSBjw7RuZyB0eSBwaOG6p24gbeG7gW0gRm94aXQgU29mdHdhcmUuIEZveGl0IFJlYWRlciBu4buVaSBi4bqtdCB2w6wgdGjhu51pIGdpYW4ga2jhu59pIMSR4buZbmcgbmhhbmggY2jDs25nIHbDoCBrw61jaCB0aMaw4bubYyBuaOG7jyBn4buNbi4gTsOzIGNo4bqheSDEkcaw4bujYyB0cm9uZyBuaGnhu4F1IG7hu4FuIHThuqNuZyBo4buHIMSRaeG7gXUgaMOgbmgga2jDoWMgbmhhdSwgdHJvbmcgxJHDsyBjw7MgTWljcm9zb2Z0IFdpbmRvd3M|Rm94aXQgUmVhZGVyIGlzIGEgbXVsdGlsaW5ndWFsIFBERiBmaWxlIHJlYWRlciBzb2Z0d2FyZSBmcm9tIHRoZSBzb2Z0d2FyZSBjb21wYW55IEZveGl0IFNvZnR3YXJlLiBGb3hpdCBSZWFkZXIgc3RhbmRzIG91dCBmb3IgaXRzIHF1aWNrIGJvb3QgdGltZSBhbmQgY29tcGFjdCBzaXplLiBJdCBydW5zIG9uIG1hbnkgZGlmZmVyZW50IG9wZXJhdGluZyBzeXN0ZW0gcGxhdGZvcm1zLCBpbmNsdWRpbmcgTWljcm9zb2Z0IFdpbmRvd3M,https://www.foxit.com/downloads/latest.html?product=Foxit-Reader&platform=Windows&version=&package_type=&language=English&distID=,https://www.foxit.com/,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Foxitreader.ico,/VERYSILENT /NORESTART,Foxit PDF Reader,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,FoxitPDFReader20241_enu_Setup_Prom.exe,NO,Installer,20241,Admin
20,NO,UGjhuqduIG3hu4FtIHbEg24gcGjDsm5n|T2ZmaWNl,VHLDrG5oIGvDrWNoIGhv4bqhdCBXaW5kb3dzIHbDoCBPZmZpY2Ugc+G7rSBk4bulbmcgY8OhYyBwaMawxqFuZyB0aOG7qWMga8OtY2ggaG/huqF0IEhXSUQgLyBPaG9vayAvIEtNUzM4IC8gS01TIHRy4buxYyB0dXnhur9uLCB04bqtcCB0cnVuZyB2w6BvIG3DoyBuZ3Xhu5NuIG3hu58gdsOgIMOtdCBwaMOhdCBoaeG7h24gcGjhuqduIG3hu4FtIGNo4buRbmcgdmktcsO6dCBoxqFuLg|QSBXaW5kb3dzIGFuZCBPZmZpY2UgYWN0aXZhdG9yIHVzaW5nIEhXSUQgLyBPaG9vayAvIEtNUzM4IC8gT25saW5lIEtNUyBhY3RpdmF0aW9uIG1ldGhvZHMsIHdpdGggYSBmb2N1cyBvbiBvcGVuLXNvdXJjZSBjb2RlIGFuZCBmZXdlciBhbnRpdmlydXMgZGV0ZWN0aW9ucy4,https://github.com/massgravel/Microsoft-Activation-Scripts/archive/refs/heads/master.zip|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Microsoft Activation Scripts (MAS)/Microsoft Activation Scripts (MAS).a3x,https://github.com/massgravel/Microsoft-Activation-Scripts,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Activation-Scripts.ico,,Microsoft Activation Scripts (MAS),X86|X64,WIN_11|WIN_10,Microsoft-Activation-Scripts-master.zip,NO,Portable,2.5,Admin
21,NO,VHLDrG5oIHF14bqjbiBsw70gdOG6o2kgeHXhu5FuZw|RG93bmxvYWQgbWFuYWdlcg,TeG7mXQgY8O0bmcgY+G7pSBtw6Mgbmd14buTbiBt4bufIMSR4buDIGvDrWNoIGhv4bqhdCB2w6AgdGhp4bq/dCBs4bqtcCBs4bqhaSBi4bqjbiBkw7luZyB0aOG7rSBJbnRlcm5ldCBEb3dubG9hZCBNYW5hZ2Vy|QW4gb3Blbi1zb3VyY2UgdG9vbCB0byBhY3RpdmF0ZSBhbmQgcmVzZXQgdGhlIHRyaWFsIG9mIEludGVybmV0IERvd25sb2FkIE1hbmFnZXI,https://github.com/WindowsAddict/IDM-Activation-Script/archive/refs/heads/main.zip|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/IDM Activation Script/IDM Activation Script.a3x,https://github.com/WindowsAddict/IDM-Activation-Script,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/IDM-Activation-Script.ico,,IDM Activation Script,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,IDM-Activation-Script-main.zip,NO,Portable,1.2,Admin
22,NO,VHLDrG5oIHF14bqjbiBsw70gdOG6o2kgeHXhu5FuZw|RG93bmxvYWQgbWFuYWdlcg,SW50ZXJuZXQgRG93bmxvYWQgTWFuYWdlciAoSURNKSBsw6AgbeG7mXQgY8O0bmcgY+G7pSBnacO6cCB0xINuZyB04buRYyDEkeG7mSB04bqjaSB4deG7kW5nIGzDqm4gdOG7m2kgNSBs4bqnbiwgdGnhur9wIHThu6VjIHbDoCBsw6puIGzhu4tjaCB04bqjaSB4deG7kW5nLg|SW50ZXJuZXQgRG93bmxvYWQgTWFuYWdlciAoSURNKSBpcyBhIHRvb2wgdG8gaW5jcmVhc2UgZG93bmxvYWQgc3BlZWRzIGJ5IHVwIHRvIDUgdGltZXMsIHJlc3VtZSBhbmQgc2NoZWR1bGUgZG93bmxvYWRzLg,https://mirror2.internetdownloadmanager.com/idman642build3.exe,https://www.internetdownloadmanager.com/,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/IDM.ico,/skipdlgs,Internet Download Manager (IDM),X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,idman642build3.exe,NO,Installer,6.42.3,Admin
23,NO,VHLDrG5oIHF14bqjbiBsw70gbMawdSB0cuG7rw|QXJjaGl2ZSBtYW5hZ2Vy,V2luUkFSIGzDoCBt4buZdCB0csOsbmggcXXhuqNuIGzDvSBsxrB1IHRy4buvIG3huqFuaCBt4bq9LiBOw7MgY8OzIHRo4buDIHNhbyBsxrB1IGThu68gbGnhu4d1IGPhu6dhIGLhuqFuIHbDoCBnaeG6o20ga8OtY2ggdGjGsOG7m2MgdOG7h3AgxJHDrW5oIGvDqG0gZW1haWwsIG3hu58gdsOgIGdp4bqjaSBuw6luIFJBUiwgWklQIHbDoCBjw6FjIHThu4dwIGtow6FjIMSRxrDhu6NjIHThuqNpIHh14buRbmcgdOG7qyBJbnRlcm5ldCwgdOG6oW8gY8OhYyBraG8gbMawdSB0cuG7ryBt4bubaSDhu58gxJHhu4tuaCBk4bqhbmcgdOG7h3AgUkFSIHbDoCBaSVAuIELhuqFuIGPDsyB0aOG7gyBkw7luZyB0aOG7rSBXaW5SQVIgdHLGsOG7m2Mga2hpIG11YSwgcGhpw6puIGLhuqNuIGTDuW5nIHRo4butIGPhu6dhIG7DsyBjw7Mgc+G6tW4gxJHhu4MgdOG6o2kgeHXhu5FuZy4|V2luUkFSIGlzIGEgcG93ZXJmdWwgYXJjaGl2ZSBtYW5hZ2VyLiBJdCBjYW4gYmFja3VwIHlvdXIgZGF0YSBhbmQgcmVkdWNlIHRoZSBzaXplIG9mIGVtYWlsIGF0dGFjaG1lbnRzLCBvcGVuIGFuZCB1bnBhY2sgUkFSLCBaSVAgYW5kIG90aGVyIGZpbGVzIGRvd25sb2FkZWQgZnJvbSBJbnRlcm5ldCwgY3JlYXRlIG5ldyBhcmNoaXZlcyBpbiBSQVIgYW5kIFpJUCBmaWxlIGZvcm1hdC4gWW91IGNhbiB0cnkgV2luUkFSIGJlZm9yZSBidXksIGl0cyB0cmlhbCB2ZXJzaW9uIGlzIGF2YWlsYWJsZSBpbiBkb3dubG9hZHMu,https://www.rarlab.com/rar/winrar-x64-700.exe,https://www.rarlab.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/WinRAR.ico,/S,WinRAR 64Bit,X64|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,winrar-x64-700.exe,NO,Installer,7,Admin
24,NO,VHLDrG5oIHF14bqjbiBsw70gbMawdSB0cuG7rw|QXJjaGl2ZSBtYW5hZ2Vy,V2luUkFSIGzDoCBt4buZdCB0csOsbmggcXXhuqNuIGzDvSBsxrB1IHRy4buvIG3huqFuaCBt4bq9LiBOw7MgY8OzIHRo4buDIHNhbyBsxrB1IGThu68gbGnhu4d1IGPhu6dhIGLhuqFuIHbDoCBnaeG6o20ga8OtY2ggdGjGsOG7m2MgdOG7h3AgxJHDrW5oIGvDqG0gZW1haWwsIG3hu58gdsOgIGdp4bqjaSBuw6luIFJBUiwgWklQIHbDoCBjw6FjIHThu4dwIGtow6FjIMSRxrDhu6NjIHThuqNpIHh14buRbmcgdOG7qyBJbnRlcm5ldCwgdOG6oW8gY8OhYyBraG8gbMawdSB0cuG7ryBt4bubaSDhu58gxJHhu4tuaCBk4bqhbmcgdOG7h3AgUkFSIHbDoCBaSVAuIELhuqFuIGPDsyB0aOG7gyBkw7luZyB0aOG7rSBXaW5SQVIgdHLGsOG7m2Mga2hpIG11YSwgcGhpw6puIGLhuqNuIGTDuW5nIHRo4butIGPhu6dhIG7DsyBjw7Mgc+G6tW4gxJHhu4MgdOG6o2kgeHXhu5FuZy4|V2luUkFSIGlzIGEgcG93ZXJmdWwgYXJjaGl2ZSBtYW5hZ2VyLiBJdCBjYW4gYmFja3VwIHlvdXIgZGF0YSBhbmQgcmVkdWNlIHRoZSBzaXplIG9mIGVtYWlsIGF0dGFjaG1lbnRzLCBvcGVuIGFuZCB1bnBhY2sgUkFSLCBaSVAgYW5kIG90aGVyIGZpbGVzIGRvd25sb2FkZWQgZnJvbSBJbnRlcm5ldCwgY3JlYXRlIG5ldyBhcmNoaXZlcyBpbiBSQVIgYW5kIFpJUCBmaWxlIGZvcm1hdC4gWW91IGNhbiB0cnkgV2luUkFSIGJlZm9yZSBidXksIGl0cyB0cmlhbCB2ZXJzaW9uIGlzIGF2YWlsYWJsZSBpbiBkb3dubG9hZHMu,https://www.rarlab.com/rar/winrar-x32-700.exe,https://www.rarlab.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/WinRAR.ico,/S,WinRAR 32Bit,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,winrar-x32-700.exe,NO,Installer,7,Admin
25,NO,VHLDrG5oIHF14bqjbiBsw70gbMawdSB0cuG7rw|QXJjaGl2ZSBtYW5hZ2Vy,VOG6rXAgbOG7h25oIG7DoHkgdOG7sSDEkeG7mW5nIHThuqFvIHThu4dwICJyYXJyZWcua2V5IiBo4bujcCBs4buHIHRyb25nIHRoxrAgbeG7pWMgY8OgaSDEkeG6t3QgY+G7p2EgV2luUkFSLg|VGhpcyBzY3JpcHQgYXV0b21hdGljYWxseSBjcmVhdGVzIGEgdmFsaWQgInJhcnJlZy5rZXkiIGZpbGUgaW4gV2luUkFSJ3MgaW5zdGFsbGF0aW9uIGZvbGRlci4,https://github.com/NaeemBolchhi/WinRAR-Activator/archive/refs/heads/main.zip|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/WinRAR Activator/WinRAR Activator.a3x,https://github.com/NaeemBolchhi/WinRAR-Activator,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/WinRAR-Activator.ico,,WinRAR Activator,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,WinRAR-Activator-main.zip,NO,Portable,2.02303E+13,Admin
26,NO,VHLDrG5oIHF14bqjbiBsw70gbMawdSB0cuG7rw|QXJjaGl2ZSBtYW5hZ2Vy,Ny1aaXAgbMOgIHRyw6xuaCBsxrB1IHRy4buvIHThu4dwIGPDsyB04bu3IGzhu4cgbsOpbiBjYW8uIELhuqFuIGPDsyB0aOG7gyBz4butIGThu6VuZyA3LVppcCB0csOqbiBi4bqldCBr4buzIG3DoXkgdMOtbmggbsOgbywga+G7gyBj4bqjIG3DoXkgdMOtbmggdHJvbmcgdOG7lSBjaOG7qWMgdGjGsMahbmcgbeG6oWkuIELhuqFuIGtow7RuZyBj4bqnbiBwaOG6o2kgxJHEg25nIGvDvSBob+G6t2MgdHLhuqMgdGnhu4FuIGNobyA3LVppcC4|Ny1aaXAgaXMgYSBmaWxlIGFyY2hpdmVyIHdpdGggYSBoaWdoIGNvbXByZXNzaW9uIHJhdGlvLiBZb3UgY2FuIHVzZSA3LVppcCBvbiBhbnkgY29tcHV0ZXIsIGluY2x1ZGluZyBhIGNvbXB1dGVyIGluIGEgY29tbWVyY2lhbCBvcmdhbml6YXRpb24uIFlvdSBkb24ndCBuZWVkIHRvIHJlZ2lzdGVyIG9yIHBheSBmb3IgNy1aaXAu,https://www.7-zip.org/a/7z2301-x64.exe,https://www.7-zip.org,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/7z.ico,/S,7-Zip 64Bit,X64|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,7z2301-x64.exe,NO,Installer,23.01,Admin
27,NO,VHLDrG5oIHF14bqjbiBsw70gbMawdSB0cuG7rw|QXJjaGl2ZSBtYW5hZ2Vy,Ny1aaXAgbMOgIHRyw6xuaCBsxrB1IHRy4buvIHThu4dwIGPDsyB04bu3IGzhu4cgbsOpbiBjYW8uIELhuqFuIGPDsyB0aOG7gyBz4butIGThu6VuZyA3LVppcCB0csOqbiBi4bqldCBr4buzIG3DoXkgdMOtbmggbsOgbywga+G7gyBj4bqjIG3DoXkgdMOtbmggdHJvbmcgdOG7lSBjaOG7qWMgdGjGsMahbmcgbeG6oWkuIELhuqFuIGtow7RuZyBj4bqnbiBwaOG6o2kgxJHEg25nIGvDvSBob+G6t2MgdHLhuqMgdGnhu4FuIGNobyA3LVppcC4|Ny1aaXAgaXMgYSBmaWxlIGFyY2hpdmVyIHdpdGggYSBoaWdoIGNvbXByZXNzaW9uIHJhdGlvLiBZb3UgY2FuIHVzZSA3LVppcCBvbiBhbnkgY29tcHV0ZXIsIGluY2x1ZGluZyBhIGNvbXB1dGVyIGluIGEgY29tbWVyY2lhbCBvcmdhbml6YXRpb24uIFlvdSBkb24ndCBuZWVkIHRvIHJlZ2lzdGVyIG9yIHBheSBmb3IgNy1aaXAu,https://www.7-zip.org/a/7z2301.exe,https://www.7-zip.org,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/7z.ico,/S,7-Zip 32Bit,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,7z2301.exe,NO,Installer,23.01,Admin
